host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,minimum_nights,availability_30,availability_60,availability_90,availability_365,instant_bookable,cancellation_policy
within an hour,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews']",t,f,Fenway,42.3438738,-71.08789069,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$175.00 ,$100.00 ,$30.00 ,2,0,1,25,34,t,flexible
within a few hours,93%,90%,f,1,"['email', 'phone', 'reviews']",t,f,Fenway,42.34201032,-71.08726559,t,House,Private room,3,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Essentials,Shampoo,Hangers,""Hair Dryer""}",$149.00 ,$300.00 ,$25.00 ,1,0,11,32,32,f,moderate
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews']",t,f,Fenway,42.34315878,-71.0943451,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Paid Parking Off Premises"",Breakfast,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}",$200.00 ,,,1,0,0,0,119,f,flexible
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34337636,-71.10127794,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$319.00 ,,$100.00 ,3,29,59,89,179,f,strict
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34488256,-71.10139729,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",$319.00 ,,$100.00 ,3,29,59,89,179,f,strict
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.3464552,-71.10340582,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$260.00 ,,$30.00 ,2,0,0,0,0,f,moderate
N/A,N/A,N/A,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Fenway,42.34626443,-71.10295985,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$50.00 ,,,1,0,0,0,0,f,flexible
within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34401101,-71.09881499,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$349.00 ,,$150.00 ,4,29,59,89,364,f,super_strict_30
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34386365,-71.09984135,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",$319.00 ,,$100.00 ,3,29,59,89,179,f,strict
within a few hours,96%,68%,f,313,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",t,t,Fenway,42.3447236,-71.10009714,t,Apartment,Entire home/apt,5,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$279.00 ,,$100.00 ,3,30,60,86,86,f,moderate
within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Fenway,42.34978248,-71.09596832,t,Apartment,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""Laptop Friendly Workspace""}",$80.00 ,$250.00 ,$100.00 ,25,0,0,0,0,f,strict
within an hour,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Fenway,42.34634062,-71.09005111,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Shampoo,""translation missing: en.hosting_amenity_50""}",$199.00 ,,$50.00 ,2,0,0,0,0,t,moderate
within a few hours,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews']",t,f,Fenway,42.34914402,-71.09830533,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$77.00 ,,,10,0,0,0,0,f,flexible
within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34337079,-71.09870841,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$259.00 ,,$150.00 ,4,29,59,89,364,f,super_strict_30
within an hour,100%,69%,f,122,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,Fenway,42.34399794,-71.09661565,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$326.00 ,,,10,20,20,20,20,f,moderate
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34394512,-71.10024049,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Indoor Fireplace"",Heating,Washer,Dryer,Essentials,Shampoo}",$199.00 ,,$100.00 ,3,29,59,89,179,f,strict
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34297066,-71.09981162,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$169.00 ,,$100.00 ,3,28,58,88,178,f,strict
within a few hours,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Fenway,42.34213953,-71.08841372,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$70.00 ,,$5.00 ,1,0,0,0,217,f,flexible
within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34116407,-71.09026447,t,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",$98.00 ,,,1,0,0,0,0,f,flexible
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34505188,-71.09824863,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,{},$349.00 ,,$100.00 ,3,30,60,90,275,f,strict
within an hour,100%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34240978,-71.0867002,t,Apartment,Private room,2,2,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$90.00 ,,$10.00 ,1,0,0,0,24,t,flexible
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34457204,-71.09980815,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",$319.00 ,,$100.00 ,3,29,59,89,179,f,strict
within a few hours,100%,91%,f,1,"['email', 'phone', 'reviews']",t,f,Fenway,42.34525922,-71.08827635,t,Apartment,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Pets Allowed"",""Elevator in Building"",""Hot Tub"",Washer,Dryer,""Smoke Detector"",""24-Hour Check-in"",Hangers,""Hair Dryer""}",$70.00 ,,,1,0,6,33,308,f,moderate
within a few hours,96%,68%,f,313,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",t,t,Fenway,42.34400365,-71.0977275,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Pets live on this property"",Dog(s),Cat(s),""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in""}",$379.00 ,,$100.00 ,3,30,60,86,86,f,moderate
within an hour,100%,69%,f,122,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,Fenway,42.34325659,-71.08613204,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$315.00 ,,,10,9,39,69,344,f,moderate
within an hour,99%,81%,f,30,"['email', 'phone', 'amex', 'reviews', 'kba']",t,t,Fenway,42.35087752,-71.09015261,t,Apartment,Entire home/apt,6,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$200.00 ,$99.00 ,$50.00 ,1,11,11,11,11,f,strict
within a few hours,94%,18%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Fenway,42.34525254,-71.10416801,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",$145.00 ,,$25.00 ,2,4,13,43,318,f,strict
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34495978,-71.10183349,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",$319.00 ,,$100.00 ,3,29,59,89,179,f,strict
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34455667,-71.09865503,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$199.00 ,,$100.00 ,3,30,56,86,113,f,strict
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews']",t,f,Fenway,42.34338854,-71.08832041,t,Apartment,Private room,1,0.5,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Cat(s),""Hot Tub"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$52.00 ,,,1,0,0,0,0,f,flexible
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34362172,-71.09797076,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$169.00 ,,$100.00 ,1,27,57,87,173,f,strict
N/A,N/A,N/A,f,1,"['email', 'phone']",t,f,Fenway,42.34823296,-71.09454744,t,Apartment,Private room,2,1,1,2,Real Bed,"{Internet,Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Hangers,""Laptop Friendly Workspace""}",$75.00 ,,,1,0,0,0,0,f,strict
within an hour,100%,98%,f,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Fenway,42.3477331,-71.10347595,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$193.00 ,$300.00 ,$60.00 ,1,2,14,44,266,f,strict
a few days or more,0%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34417121,-71.08938918,t,Apartment,Entire home/apt,4,1,0,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer""}",$155.00 ,,,2,0,0,0,30,f,moderate
a few days or more,30%,100%,f,1,"['email', 'phone', 'reviews']",t,f,Fenway,42.34461205,-71.08792755,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,Breakfast,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Laptop Friendly Workspace""}",$150.00 ,$100.00 ,$75.00 ,3,5,9,9,9,f,flexible
within an hour,99%,81%,f,30,"['email', 'phone', 'amex', 'reviews', 'kba']",t,t,Fenway,42.34259189,-71.10111718,t,Apartment,Entire home/apt,8,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$299.00 ,$99.00 ,$60.00 ,1,9,32,62,337,f,strict
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34442294,-71.0989081,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$199.00 ,,$100.00 ,3,30,60,90,365,f,strict
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34468694,-71.09836458,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$169.00 ,,$100.00 ,3,30,60,90,176,f,strict
within a few hours,86%,71%,f,1,"['email', 'phone', 'reviews']",t,f,Fenway,42.34685807,-71.09509332,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",$103.00 ,,,1,0,0,0,248,f,flexible
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34548442,-71.1020741,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$319.00 ,,$100.00 ,3,29,59,89,179,f,strict
within an hour,100%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34645628,-71.10415928,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$120.00 ,$300.00 ,$75.00 ,1,0,0,0,0,f,moderate
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34522261,-71.10056885,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""translation missing: en.hosting_amenity_50""}",$169.00 ,,$100.00 ,3,29,59,89,179,f,strict
within a day,100%,100%,f,1,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t,Fenway,42.3461285,-71.10656394,t,Apartment,Entire home/apt,1,1,0,1,Real Bed,"{TV,""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""Lock on Bedroom Door"",Iron,""Laptop Friendly Workspace""}",$72.00 ,,$15.00 ,1,7,11,30,36,f,moderate
within a day,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Fenway,42.35097511,-71.09750848,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$160.00 ,,$20.00 ,4,0,0,0,0,f,moderate
within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Fenway,42.34372881,-71.09900792,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$199.00 ,,$100.00 ,3,30,60,90,117,f,strict
N/A,N/A,N/A,f,1,"['email', 'phone', 'facebook']",t,f,Fenway,42.34692069,-71.09449196,t,Apartment,Private room,1,1,1,1,Real Bed,"{Internet,Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door"",Iron,""Laptop Friendly Workspace""}",$52.00 ,,,1,0,0,0,0,f,flexible
a few days or more,0%,100%,f,1,"['email', 'phone', 'kba']",t,f,Fenway,42.34480027,-71.10109307,f,Apartment,Shared room,1,1,1,1,Couch,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$100.00 ,,,2,29,59,89,364,f,flexible
within an hour,100%,79%,f,3,"['email', 'phone', 'reviews']",t,f,Fenway,42.34709221,-71.10499783,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,{},$160.00 ,,$10.00 ,1,4,19,45,320,f,strict
N/A,N/A,N/A,f,1,"['email', 'phone', 'reviews']",t,f,Fenway,42.34316023,-71.08574162,t,Apartment,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo}",$200.00 ,,$80.00 ,2,0,0,0,0,f,moderate
within an hour,100%,69%,f,122,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,Fenway,42.3437004,-71.09752132,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$315.00 ,,,10,21,39,69,69,f,moderate
